SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,SOURCE FILE,STREET NUMBER,STREET NAME,extracted_pswid,is_match,PWSID,SYSTEM NAME,lat,long
00002340R,"153 EASTERN DRIVE, MIDDLETOWN, CT",153 EASTERN DRIVE,MIDDLETOWN,153 EASTERN DRIVE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5555828,-72.6335138
00002342R,"16 EVERGREEN AVENUE, MIDDLETOWN, CT",16 EVERGREEN AVENUE,MIDDLETOWN,16 EVERGREEN AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5512486,-72.636444
00002347R,"59 HIGHLAND AVENUE, MIDDLETOWN, CT",59 HIGHLAND AVENUE,MIDDLETOWN,59 HIGHLAND AVENUE MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5405294,-72.6566334
00002354R,"98 CATHERINE STREET, MIDDLETOWN, CT",98 CATHERINE STREET,MIDDLETOWN,98 CATHERINE STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5697578,-72.6633
00002356R,"646 MAIN STREET, MIDDLETOWN, CT",646 MAIN STREET,MIDDLETOWN,646 MAIN STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5649256,-72.6519787
00002360R,"130 LAKESIDE AVENUE, MIDDLETOWN, CT",130 LAKESIDE AVENUE,MIDDLETOWN,130 LAKESIDE AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5418932,-72.65449
00002361R,"48 JACKSON STREET, MIDDLETOWN, CT",48 JACKSON STREET,MIDDLETOWN,48 JACKSON STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5603933,-72.6648039
00002362R,"46 MIDDLEFIELD STREET, MIDDLETOWN, CT",46 MIDDLEFIELD STREET,MIDDLETOWN,46 MIDDLEFIELD STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5515824,-72.6736069
00002363R,"31 EVERGREEN AVENUE, MIDDLETOWN, CT",31 EVERGREEN AVENUE,MIDDLETOWN,31 EVERGREEN AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5502265,-72.6357125
00002370R,"478 EAST STREET, MIDDLETOWN, CT",478 EAST STREET,MIDDLETOWN,478 EAST STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5766948,-72.701511
00002381R,"6 COTTAGE STREET, MIDDLETOWN, CT",6 COTTAGE STREET,MIDDLETOWN,6 COTTAGE STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5512642,-72.6489794
00002386R,"19 SPRING STREET, MIDDLETOWN, CT",19 SPRING STREET,MIDDLETOWN,19 SPRING STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5660691,-72.6541937
00002391R,"93 SOUTH MAIN STREET, MIDDLETOWN, CT",93 SOUTH MAIN STREET,MIDDLETOWN,93 SOUTH MAIN STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5536273,-72.6495231
00002392R,"161 RESERVOIR ROAD, MIDDLETOWN, CT",161 RESERVOIR ROAD,MIDDLETOWN,161 RESERVOIR ROAD MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5395441,-72.6139365
00002405R,"47 SILVER STREET, MIDDLETOWN, CT",47 SILVER STREET,MIDDLETOWN,47 SILVER STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5529117,-72.6354355
00002416R,"21 SILVER STREET, MIDDLETOWN, CT",21 SILVER STREET,MIDDLETOWN,21 SILVER STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5522086,-72.6391153
00002418R,"27 MORGAN STREET, MIDDLETOWN, CT",27 MORGAN STREET,MIDDLETOWN,27 MORGAN STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.535429,-72.6433374
00002426R,"17 SILVER STREET, MIDDLETOWN, CT",17 SILVER STREET,MIDDLETOWN,17 SILVER STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5520829,-72.63964
00002442R,"3 LINDEN STREET, MIDDLETOWN, CT",3 LINDEN STREET,MIDDLETOWN,3 LINDEN STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5498115,-72.634367
00002449R,"41 HOME AVENUE, MIDDLETOWN, CT",41 HOME AVENUE,MIDDLETOWN,41 HOME AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5505584,-72.6560285
00002452R,"172 HUNTING HILL AVENUE, MIDDLETOWN, CT",172 HUNTING HILL AVENUE,MIDDLETOWN,172 HUNTING HILL AVENUE MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.54534,-72.6478045
00002456R,"84 HIGHLAND AVENUE, MIDDLETOWN, CT",84 HIGHLAND AVENUE,MIDDLETOWN,84 HIGHLAND AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5430054,-72.6556848
00002458R,"62 HIGHLAND AVENUE, MIDDLETOWN, CT",62 HIGHLAND AVENUE,MIDDLETOWN,62 HIGHLAND AVENUE MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5407201,-72.6558807
00002460R,"3 BRAINERD AVENUE, MIDDLETOWN, CT",3 BRAINERD AVENUE,MIDDLETOWN,3 BRAINERD AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5500434,-72.6570673
00002485R,"2 ALSOP AVENUE, MIDDLETOWN, CT",2 ALSOP AVENUE,MIDDLETOWN,2 ALSOP AVENUE MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5632455,-72.6497578
00002499R,"45 HOTCHKISS STREET, MIDDLETOWN, CT",45 HOTCHKISS STREET,MIDDLETOWN,45 HOTCHKISS STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5545364,-72.6521987
00002501R,"35 LAKE STREET, MIDDLETOWN, CT",35 LAKE STREET,MIDDLETOWN,35 LAKE STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5451289,-72.6502075
00002513R,"384 HIGH STREET, MIDDLETOWN, CT",384 HIGH STREET,MIDDLETOWN,384 HIGH STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5613594,-72.6558651
00002550R,"32 SPRING STREET, MIDDLETOWN, CT",32 SPRING STREET,MIDDLETOWN,32 SPRING STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5664149,-72.6548472
00002569R,"18 WALNUT STREET, MIDDLETOWN, CT",18 WALNUT STREET,MIDDLETOWN,18 WALNUT STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5539602,-72.6380293
00002617R,"89 GROVE STREET, MIDDLETOWN, CT",89 GROVE STREET,MIDDLETOWN,89 GROVE STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5694796,-72.657792
00002723R,"211 RIDGE ROAD, MIDDLETOWN, CT",211 RIDGE ROAD,MIDDLETOWN,211 RIDGE ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5432808,-72.6430025
00002777R,"95 FRONT STREET, MIDDLETOWN, CT",95 FRONT STREET,MIDDLETOWN,95 FRONT STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5460446,-72.6414807
00002786R,"170 FRONT STREET, MIDDLETOWN, CT",170 FRONT STREET,MIDDLETOWN,170 FRONT STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5441243,-72.6404356
00002787R,"142 FRONT STREET, MIDDLETOWN, CT",142 FRONT STREET,MIDDLETOWN,142 FRONT STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.544858,-72.6406664
00002798R,"335 RIDGE ROAD, MIDDLETOWN, CT",335 RIDGE ROAD,MIDDLETOWN,335 RIDGE ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5398002,-72.6428194
00002804R,"364 RIDGE ROAD, MIDDLETOWN, CT",364 RIDGE ROAD,MIDDLETOWN,364 RIDGE ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5391915,-72.6418455
00002822R,"85 FRONT STREET, MIDDLETOWN, CT",85 FRONT STREET,MIDDLETOWN,85 FRONT STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5463528,-72.6415686
00002907R,"148 HIGHLAND AVENUE, MIDDLETOWN, CT",148 HIGHLAND AVENUE,MIDDLETOWN,148 HIGHLAND AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5468411,-72.6539305
00002947R,"46 HILLSIDE AVENUE, MIDDLETOWN, CT",46 HILLSIDE AVENUE,MIDDLETOWN,46 HILLSIDE AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5447067,-72.6367581
00002994R,"66 HILLSIDE AVENUE, MIDDLETOWN, CT",66 HILLSIDE AVENUE,MIDDLETOWN,66 HILLSIDE AVENUE MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5447026,-72.6360318
00003017R,"91 SCHUYLER AVENUE, MIDDLETOWN, CT",91 SCHUYLER AVENUE,MIDDLETOWN,91 SCHUYLER AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5461196,-72.6472314
00003052R,"95 HUNTING HILL AVENUE, MIDDLETOWN, CT",95 HUNTING HILL AVENUE,MIDDLETOWN,95 HUNTING HILL AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5472796,-72.6487148
00003059R,"271 HUNTING HILL AVENUE, MIDDLETOWN, CT",271 HUNTING HILL AVENUE,MIDDLETOWN,271 HUNTING HILL AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5424873,-72.6477505
00003064R,"112 HIGHLAND AVENUE, MIDDLETOWN, CT",112 HIGHLAND AVENUE,MIDDLETOWN,112 HIGHLAND AVENUE MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5447211,-72.6554543
00003069R,"118 HIGHLAND AVENUE, MIDDLETOWN, CT",118 HIGHLAND AVENUE,MIDDLETOWN,118 HIGHLAND AVENUE MIDDLETOWN CT,CT,Lead,O,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5451201,-72.6556213
00003077R,"424 RIDGE ROAD, MIDDLETOWN, CT",424 RIDGE ROAD,MIDDLETOWN,424 RIDGE ROAD MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5374073,-72.6421456
00003119R,"26 EVERGREEN AVENUE, MIDDLETOWN, CT",26 EVERGREEN AVENUE,MIDDLETOWN,26 EVERGREEN AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5504024,-72.6361963
00003208R,"290 HUNTING HILL AVENUE, MIDDLETOWN, CT",290 HUNTING HILL AVENUE,MIDDLETOWN,290 HUNTING HILL AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5421242,-72.6472412
00003211R,"48 MIDDLEFIELD STREET, MIDDLETOWN, CT",48 MIDDLEFIELD STREET,MIDDLETOWN,48 MIDDLEFIELD STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5518571,-72.6733613
00003230R,"7 MILES AVENUE, MIDDLETOWN, CT",7 MILES AVENUE,MIDDLETOWN,7 MILES AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5499192,-72.6581647
00003234R,"263 HUNTING HILL AVENUE, MIDDLETOWN, CT",263 HUNTING HILL AVENUE,MIDDLETOWN,263 HUNTING HILL AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5427449,-72.6478019
00003295R,"132 FOWLER AVENUE, MIDDLETOWN, CT",132 FOWLER AVENUE,MIDDLETOWN,132 FOWLER AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5420713,-72.6385681
00003316R,"157 LIBERTY STREET, MIDDLETOWN, CT",157 LIBERTY STREET,MIDDLETOWN,157 LIBERTY STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5621429,-72.6581878
00003351R,"278 HUNTING HILL AVENUE, MIDDLETOWN, CT",278 HUNTING HILL AVENUE,MIDDLETOWN,278 HUNTING HILL AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5424664,-72.6472982
00003363R,"440 RIDGE ROAD, MIDDLETOWN, CT",440 RIDGE ROAD,MIDDLETOWN,440 RIDGE ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5369617,-72.6421464
00003381R,"86 CHESTNUT STREET, MIDDLETOWN, CT",86 CHESTNUT STREET,MIDDLETOWN,86 CHESTNUT STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5533092,-72.639395
00003386R,"15 ROBERTS STREET, MIDDLETOWN, CT",15 ROBERTS STREET,MIDDLETOWN,15 ROBERTS STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5506538,-72.6327681
00003399R,"34 BRETTON ROAD, MIDDLETOWN, CT",34 BRETTON ROAD,MIDDLETOWN,34 BRETTON ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5479635,-72.655617
00003454R,"20 SEARS STREET, MIDDLETOWN, CT",20 SEARS STREET,MIDDLETOWN,20 SEARS STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5431354,-72.6438871
00003551R,"219 FARM HILL ROAD, MIDDLETOWN, CT",219 FARM HILL ROAD,MIDDLETOWN,219 FARM HILL ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5389386,-72.650341
00003593R,"82 EAST RIDGE ROAD, MIDDLETOWN, CT",82 EAST RIDGE ROAD,MIDDLETOWN,82 EAST RIDGE ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.535041,-72.6388332
00003598R,"41 TRYON STREET, MIDDLETOWN, CT",41 TRYON STREET,MIDDLETOWN,41 TRYON STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5458725,-72.6309571
00003634R,"16 ROBERTS STREET, MIDDLETOWN, CT",16 ROBERTS STREET,MIDDLETOWN,16 ROBERTS STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5510173,-72.6328916
00003728R,"77 SCHUYLER AVENUE, MIDDLETOWN, CT",77 SCHUYLER AVENUE,MIDDLETOWN,77 SCHUYLER AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.546472,-72.6473184
00003814R,"53 HILLCREST AVENUE, MIDDLETOWN, CT",53 HILLCREST AVENUE,MIDDLETOWN,53 HILLCREST AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.536037,-72.6382045
00003831R,"56 GROVE STREET, MIDDLETOWN, CT",56 GROVE STREET,MIDDLETOWN,56 GROVE STREET MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5684544,-72.6573122
00003852R,"165 OLD MILL ROAD, MIDDLETOWN, CT",165 OLD MILL ROAD,MIDDLETOWN,165 OLD MILL ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5591669,-72.6750799
00003868R,"382 PINE STREET, MIDDLETOWN, CT",382 PINE STREET,MIDDLETOWN,382 PINE STREET MIDDLETOWN CT,CT,Lead,O,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.541973,-72.6606128
00003953R,"399 PINE STREET, MIDDLETOWN, CT",399 PINE STREET,MIDDLETOWN,399 PINE STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5417009,-72.6617511
00003965R,"55 MORGAN STREET, MIDDLETOWN, CT",55 MORGAN STREET,MIDDLETOWN,55 MORGAN STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5353465,-72.6441419
00003967R,"142 HIGHLAND AVENUE, MIDDLETOWN, CT",142 HIGHLAND AVENUE,MIDDLETOWN,142 HIGHLAND AVENUE MIDDLETOWN CT,CT,Lead,MF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5465404,-72.6544168
00003981R,"71 HIGHLAND AVENUE, MIDDLETOWN, CT",71 HIGHLAND AVENUE,MIDDLETOWN,71 HIGHLAND AVENUE MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.541706,-72.656125
00003999R,"542 MAIN STREET, MIDDLETOWN, CT",542 MAIN STREET,MIDDLETOWN,542 MAIN STREET MIDDLETOWN CT,CT,Lead,NONRES,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5635601,-72.6512554
00004025R,"743 RANDOLPH ROAD, MIDDLETOWN, CT",743 RANDOLPH ROAD,MIDDLETOWN,743 RANDOLPH ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5325229,-72.640548
00004095R,"20 ROBERTS STREET, MIDDLETOWN, CT",20 ROBERTS STREET,MIDDLETOWN,20 ROBERTS STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5509096,-72.633363
00004150R,"298 FARM HILL ROAD, MIDDLETOWN, CT",298 FARM HILL ROAD,MIDDLETOWN,298 FARM HILL ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5370967,-72.6497258
00004250R,"8 LINDEN STREET, MIDDLETOWN, CT",8 LINDEN STREET,MIDDLETOWN,8 LINDEN STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5501235,-72.6339695
00004262R,"437 WEST STREET, MIDDLETOWN, CT",437 WEST STREET,MIDDLETOWN,437 WEST STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5432396,-72.6706708
00004337R,"297 FARM HILL ROAD, MIDDLETOWN, CT",297 FARM HILL ROAD,MIDDLETOWN,297 FARM HILL ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.536739,-72.6503244
00004493R,"60 JOHNSON STREET, MIDDLETOWN, CT",60 JOHNSON STREET,MIDDLETOWN,60 JOHNSON STREET MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5685656,-72.6597754
00004499R,"21 PECK ROAD, MIDDLETOWN, CT",21 PECK ROAD,MIDDLETOWN,21 PECK ROAD MIDDLETOWN CT,CT,Lead,SF,2024-10-16_CT0830011 Middletown_LCRR_Material_Inventory.xlsx,NA,NA,CT0830011,TRUE,CT0830011,Middletown Water Department,41.5388592,-72.6407606
