SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,merged address,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,PWSID,SYSTEM NAME
254918,040001390021,2715 EAST MAIN ST,Waterbury,2715 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
254928,040001390022,2725 EAST MAIN ST,Waterbury,2725 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
254938,040001390023,2735 EAST MAIN ST,Waterbury,2735 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
254968,040001390231,2743 EAST MAIN ST,Waterbury,2743 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
255128,040001400042,2807 EAST MAIN ST,Waterbury,2807 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
255138,040001400043,2791 EAST MAIN ST,Waterbury,2791 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
255148,040001400044,2781 EAST MAIN ST,Waterbury,2781 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
255168,040001400046,2773 EAST MAIN ST,Waterbury,2773 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
255178,040001400047,2763 EAST MAIN ST,Waterbury,2763 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
255188,040001400361,2815 EAST MAIN ST,Waterbury,2815 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
255558,040001430060,2893 EAST MAIN ST,Waterbury,2893 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
25648,009102410052,2537 NORTH MAIN ST,Waterbury,2537 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
25658,009102410053,2529 NORTH MAIN ST,Waterbury,2529 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
25678,009102410432,2561 NORTH MAIN ST,Waterbury,2561 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
257828,040201550023,3396 EAST MAIN ST,Waterbury,3396 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
257848,040301540001,3429 EAST MAIN ST,Waterbury,3429 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
257858,040301540002,3437 EAST MAIN ST,Waterbury,3437 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
257888,040301550005,3436 EAST MAIN ST,Waterbury,3436 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
257948,040401560007,3584 EAST MAIN ST,Waterbury,3584 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
258188,040401560007,3584 EAST MAIN ST,Waterbury,3584 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
258228,040401560061,3580 EAST MAIN ST,Waterbury,3580 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
258248,040401560612,3600 EAST MAIN ST,Waterbury,3600 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
25968,009102490033,2601 NORTH MAIN ST,Waterbury,2601 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
25978,009102490034,2603 NORTH MAIN ST,Waterbury,2603 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
25988,009102490054,2629 NORTH MAIN ST,Waterbury,2629 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
262298,041210420056,134 SEYMOUR ST,Waterbury,134 SEYMOUR ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
262308,041210420057,6 FRANCIS ST,Waterbury,6 FRANCIS ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
262318,041210420058,150 SEYMOUR ST,Waterbury,150 SEYMOUR ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
262388,041210420521,3 FRANCIS ST,Waterbury,3 FRANCIS ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
264598,041503000122,1298 SOUTH MAIN ST,Waterbury,1298 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
264638,041503000126,1140 SOUTH MAIN ST,Waterbury,1140 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
264648,041503000127,1106 SOUTH MAIN ST,Waterbury,1106 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
265178,041503070048,1077 SOUTH MAIN ST,Waterbury,1077 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
265188,041503070049,1085 SOUTH MAIN ST,Waterbury,1085 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
265198,041503070050,1093 SOUTH MAIN ST,Waterbury,1093 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
265218,041503070052,1121 SOUTH MAIN ST,Waterbury,1121 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
265238,041503070055,1139 SOUTH MAIN ST,Waterbury,1139 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
265248,041503070056,1175 SOUTH MAIN ST,Waterbury,1175 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
268688,042001040001,162 PLANK RD,Waterbury,162 PLANK RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
269308,042201360020,2558 EAST MAIN ST,Waterbury,2558 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
269318,042201360021,2548 EAST MAIN ST,Waterbury,2548 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
269328,042201360022,2538 EAST MAIN ST,Waterbury,2538 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
269338,042201360022,2528 EAST MAIN ST,Waterbury,2528 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
269348,042201360024,2518 EAST MAIN ST,Waterbury,2518 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
269488,042201360201,2574 EAST MAIN ST,Waterbury,2574 EAST MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
277308,043803150011,1309 SOUTH MAIN ST,Waterbury,1309 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
277808,043803210044,1355 SOUTH MAIN ST,Waterbury,1355 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
277828,043803210046,1405 SOUTH MAIN ST,Waterbury,1405 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
277848,043803210048,1449 SOUTH MAIN ST,Waterbury,1449 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
277888,043803210481,1465 SOUTH MAIN ST,Waterbury,1465 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
279798,044004680041,34 PROCTOR ST,Waterbury,34 PROCTOR ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
279808,044004680042,46 PROCTOR ST,Waterbury,46 PROCTOR ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
280608,044004940043,45 PROCTOR ST,Waterbury,45 PROCTOR ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
280618,044004940044,41 PROCTOR ST,Waterbury,41 PROCTOR ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
280628,044004940045,33 PROCTOR ST,Waterbury,33 PROCTOR ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
280638,044004940046,27 PROCTOR ST,Waterbury,27 PROCTOR ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
282718,044205010011,69 PROSPECT RD,Waterbury,69 PROSPECT RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
282728,044205010012,111 PROSPECT RD,Waterbury,111 PROSPECT RD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
288728,045710940056,40 HEWEY ST,Waterbury,40 HEWEY ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
291958,046103210006,1501 SOUTH MAIN ST,Waterbury,1501 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
291968,046103210007,1515 SOUTH MAIN ST,Waterbury,1515 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
291978,046103210008,1567 SOUTH MAIN ST,Waterbury,1567 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
291998,046103210010,1589 SOUTH MAIN ST,Waterbury,1589 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
292548,046103260013,1635 SOUTH MAIN ST,Waterbury,1635 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
294238,046305080054,44 BARDEN ST,Waterbury,44 BARDEN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
294258,046305080056,37 LOWLAND AVE,Waterbury,37 LOWLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
294298,046305090057,37 BARDEN ST,Waterbury,37 BARDEN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
294318,046305090060,9 BARDEN ST,Waterbury,9 BARDEN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
294458,046305090711,95 CLOVER ST,Waterbury,95 CLOVER ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
299508,047810940053,46 HEWEY ST,Waterbury,46 HEWEY ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
299528,047810940055,60 HEWEY ST,Waterbury,60 HEWEY ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
299538,047810940056,64 HEWEY ST,Waterbury,64 HEWEY ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
299548,047810940057,72 HEWEY ST,Waterbury,72 HEWEY ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
299558,047810940058,78 HEWEY ST,Waterbury,78 HEWEY ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
304048,048203320003,1759 SOUTH MAIN ST,Waterbury,1759 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
304058,048203320004,1765 SOUTH MAIN ST,Waterbury,1765 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
304078,048203320008,1867 SOUTH MAIN ST,Waterbury,1867 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
304088,048203320009,1869 SOUTH MAIN ST,Waterbury,1869 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
307638,048704880019,1521 HAMILTON AVE,Waterbury,1521 HAMILTON AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
307678,048704880141,1525 HAMILTON AVE,Waterbury,1525 HAMILTON AVE Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
314348,050203320005,2089 SOUTH MAIN ST,Waterbury,2089 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
314368,050203320007,2085 SOUTH MAIN ST,Waterbury,2085 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
314378,050203320008,2067 SOUTH MAIN ST,Waterbury,2067 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
314388,050203320009,2019 SOUTH MAIN ST,Waterbury,2019 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
314398,050203320010,1999 SOUTH MAIN ST,Waterbury,1999 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
314408,050203320011,1975 SOUTH MAIN ST,Waterbury,1975 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
314458,050203330004,2060 SOUTH MAIN ST,Waterbury,2060 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
314468,050203330041,2050 SOUTH MAIN ST,Waterbury,2050 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
314478,050203330042,2098 SOUTH MAIN ST,Waterbury,2098 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
323208,051903320004,2095 SOUTH MAIN ST,Waterbury,2095 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
323228,051903330041,2148 SOUTH MAIN ST,Waterbury,2148 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
323248,051903330411,2180 SOUTH MAIN ST,Waterbury,2180 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
323278,051903400011,2100 SOUTH MAIN ST,Waterbury,2100 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
32808,010402230075,2455 NORTH MAIN ST,Waterbury,2455 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
33008,010402400024,2497 NORTH MAIN ST,Waterbury,2497 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
33018,010402400025,2485 NORTH MAIN ST,Waterbury,2485 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
330498,053211270042,1360 HIGHLAND AVE,Waterbury,1360 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
330518,053211270044,1346 HIGHLAND AVE RIGHT,Waterbury,1346 HIGHLAND AVE RIGHT Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
33318,010402420048,2468 NORTH MAIN ST,Waterbury,2468 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
33338,010402420050,2428 NORTH MAIN ST,Waterbury,2428 NORTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
334668,054611270001,1382 HIGHLAND AVE,Waterbury,1382 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
334678,054611270002,1390 HIGHLAND AVE,Waterbury,1390 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
334688,054611270004,1400 HIGHLAND AVE,Waterbury,1400 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
334698,054611270005,1406 HIGHLAND AVE,Waterbury,1406 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
334708,054611270006,1410 HIGHLAND AVE,Waterbury,1410 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
334718,054611270007,1422 HIGHLAND AVE,Waterbury,1422 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
334728,054611270008,1426 HIGHLAND AVE,Waterbury,1426 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
334748,054611270010,1438 HIGHLAND AVE,Waterbury,1438 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
334758,054611270011,1450 HIGHLAND AVE,Waterbury,1450 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
334908,054611790022,1435 HIGHLAND AVE,Waterbury,1435 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
334998,054611790031,1425 HIGHLAND AVE,Waterbury,1425 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
335038,054611800032,1413 HIGHLAND AVE,Waterbury,1413 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
335108,054611800039,1405 HIGHLAND AVE,Waterbury,1405 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
335368,054611810000000130013A,1385 HIGHLAND AVE 13A,Waterbury,1385 HIGHLAND AVE 13A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
335378,054611810000000130013B,1385 HIGHLAND AVE 13B,Waterbury,1385 HIGHLAND AVE 13B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
335608,054611810042,1357 HIGHLAND AVE,Waterbury,1357 HIGHLAND AVE Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
339008,055903470003,2636 SOUTH MAIN ST MOTEL,Waterbury,2636 SOUTH MAIN ST MOTEL Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
340058,023601770167,12 ADAMS ST EXT,Waterbury,12 ADAMS ST EXT Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
340068,023601770166,14 ADAMS ST EXT,Waterbury,14 ADAMS ST EXT Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
340078,023601770165,18 ADAMS ST EXT,Waterbury,18 ADAMS ST EXT Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
340088,023601770164,22 ADAMS ST EXT,Waterbury,22 ADAMS ST EXT Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
340098,025501630078,19 ADAMS ST,Waterbury,19 ADAMS ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
340108,023601770163,26 ADAMS ST EXT,Waterbury,26 ADAMS ST EXT Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
344378,030504040072,212 CELIA DR,Waterbury,212 CELIA DR Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
347008,013008890034,432 COLUMBIA BLVD,Waterbury,432 COLUMBIA BLVD Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
348718,005509830008,92 DOWNES ST,Waterbury,92 DOWNES ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
348728,005509830008,96 DOWNES ST,Waterbury,96 DOWNES ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
348778,005509830005,114 DOWNES ST,Waterbury,114 DOWNES ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
348788,005509830005,118 DOWNES ST,Waterbury,118 DOWNES ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
348858,005509830004,159 DOWNES ST,Waterbury,159 DOWNES ST Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
352698,016408250021,96 GREENWOOD AVE,Waterbury,96 GREENWOOD AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
353128,014902180010,133 HAMDEN AVE,Waterbury,133 HAMDEN AVE Waterbury Connecticut,Connecticut,Lead,MF,CT1510011,Waterbury Water Department
353148,014902180011,147 HAMDEN AVE,Waterbury,147 HAMDEN AVE Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
353458,027400070001,21 WEST MAIN ST,Waterbury,21 WEST MAIN ST Waterbury Connecticut,Connecticut,Lead,O,CT1510011,Waterbury Water Department
353468,041503000132,1114 SOUTH MAIN ST,Waterbury,1114 SOUTH MAIN ST Waterbury Connecticut,Connecticut,Lead,NONRES,CT1510011,Waterbury Water Department
353948,053211270044,1346 HIGHLAND AVE LEFT,Waterbury,1346 HIGHLAND AVE LEFT Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
353988,054611810001,1385 HIGHLAND AVE 1A,Waterbury,1385 HIGHLAND AVE 1A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
353998,054611810001,1385 HIGHLAND AVE 1B,Waterbury,1385 HIGHLAND AVE 1B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354008,054611810010,1385 HIGHLAND AVE 10A,Waterbury,1385 HIGHLAND AVE 10A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354018,054611810010,1385 HIGHLAND AVE 10B,Waterbury,1385 HIGHLAND AVE 10B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354028,054611810011,1385 HIGHLAND AVE 11A,Waterbury,1385 HIGHLAND AVE 11A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354038,054611810011,1385 HIGHLAND AVE 11B,Waterbury,1385 HIGHLAND AVE 11B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354048,054611810012,1385 HIGHLAND AVE 12A,Waterbury,1385 HIGHLAND AVE 12A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354058,054611810012,1385 HIGHLAND AVE 12B,Waterbury,1385 HIGHLAND AVE 12B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354068,054611810014,1385 HIGHLAND AVE 14A,Waterbury,1385 HIGHLAND AVE 14A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354078,054611810014,1385 HIGHLAND AVE 14B,Waterbury,1385 HIGHLAND AVE 14B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354088,054611810015,1385 HIGHLAND AVE 15A,Waterbury,1385 HIGHLAND AVE 15A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354098,054611810015,1385 HIGHLAND AVE 15B,Waterbury,1385 HIGHLAND AVE 15B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354108,054611810016,1385 HIGHLAND AVE 16A,Waterbury,1385 HIGHLAND AVE 16A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354118,054611810001,1385 HIGHLAND AVE 16B,Waterbury,1385 HIGHLAND AVE 16B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354128,054611810016,1385 HIGHLAND AVE 17A,Waterbury,1385 HIGHLAND AVE 17A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354138,054611810017,1385 HIGHLAND AVE 17B,Waterbury,1385 HIGHLAND AVE 17B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354148,054611810018,1385 HIGHLAND AVE 18A,Waterbury,1385 HIGHLAND AVE 18A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354158,054611810018,1385 HIGHLAND AVE 18B,Waterbury,1385 HIGHLAND AVE 18B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354168,054611810019,1385 HIGHLAND AVE 19A,Waterbury,1385 HIGHLAND AVE 19A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354178,054611810019,1385 HIGHLAND AVE 19B,Waterbury,1385 HIGHLAND AVE 19B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354188,054611810002,1385 HIGHLAND AVE 2A,Waterbury,1385 HIGHLAND AVE 2A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354198,054611810002,1385 HIGHLAND AVE 2B,Waterbury,1385 HIGHLAND AVE 2B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354208,054611810020,1385 HIGHLAND AVE 20A,Waterbury,1385 HIGHLAND AVE 20A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354218,054611810020,1385 HIGHLAND AVE 20B,Waterbury,1385 HIGHLAND AVE 20B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354228,054611810021,1385 HIGHLAND AVE 21A,Waterbury,1385 HIGHLAND AVE 21A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354238,054611810021,1385 HIGHLAND AVE 21B,Waterbury,1385 HIGHLAND AVE 21B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354248,054611810022,1385 HIGHLAND AVE 22A,Waterbury,1385 HIGHLAND AVE 22A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354258,054611810022,1385 HIGHLAND AVE 22B,Waterbury,1385 HIGHLAND AVE 22B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354268,054611810023,1385 HIGHLAND AVE 23A,Waterbury,1385 HIGHLAND AVE 23A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354278,054611810023,1385 HIGHLAND AVE 23B,Waterbury,1385 HIGHLAND AVE 23B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354288,054611810024,1385 HIGHLAND AVE 24A,Waterbury,1385 HIGHLAND AVE 24A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354298,054611810024,1385 HIGHLAND AVE 24B,Waterbury,1385 HIGHLAND AVE 24B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354308,054611810003,1385 HIGHLAND AVE 3A,Waterbury,1385 HIGHLAND AVE 3A Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
354318,054611810003,1385 HIGHLAND AVE 3B,Waterbury,1385 HIGHLAND AVE 3B Waterbury Connecticut,Connecticut,Lead,SF,CT1510011,Waterbury Water Department
